gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	int_term_x_neg_one	neg.log.p.adj	is.sig	int_term_abs	int.direction
5757	Y60A3A.19	250.559590524885	-0.196220112397401	0.245987753109588	6.78952042977528	0.033548597662015	0.049866516347149	0.196220112397401	1.302190970343	TRUE	0.196220112397401	positive
1976	npp-10	2595.27919649234	0.840452812493939	0.332672797229675	6.79108097645474	0.033522430795656	0.049834539630694	-0.840452812493939	1.30246954937801	TRUE	0.840452812493939	negative
7273	C01C4.3	184.331186264673	-0.772808838075571	0.311482720570899	6.79198400742968	0.033507298315506	0.049818960061433	0.772808838075571	1.30260534232129	TRUE	0.772808838075571	positive
6038	acp-1	97.9506789649549	-0.295383870241399	0.358854928632968	6.79343725445366	0.033482959968205	0.049789686896201	0.295383870241399	1.3028606047886	TRUE	0.295383870241399	positive
6628	H40L08.3	17.9268658853059	-0.515339723344783	0.567361972781037	6.79379411920746	0.033476986057058	0.04978771759708	0.515339723344783	1.30287778249565	TRUE	0.515339723344783	positive
4148	Y46G5A.36	78.723628538535	0.261859385543699	0.862389378570075	6.79673323288884	0.033427825853896	0.049721511215935	-0.261859385543699	1.30345568005518	TRUE	0.261859385543699	negative
192	F59A1.16	13.6145357307586	2.32946531190272	1.04171850420759	6.79771762864038	0.033411376797446	0.049703948700619	-2.32946531190272	1.30360910762948	TRUE	2.32946531190272	negative
5847	M153.2	161.255268256221	-0.232956533512667	0.377678127331001	6.79910926470319	0.033388136645412	0.049676277226494	0.232956533512667	1.30385095793153	TRUE	0.232956533512667	positive
1607	wnk-1	2475.80752096771	0.956816211346799	0.372377375064778	6.80030900071449	0.03336811417649	0.049653386131442	-0.956816211346799	1.30405112928228	TRUE	0.956816211346799	negative
1928	Y39A3B.1	6.25545929719728	0.854918967340562	1.44862782982514	6.8005793431667	0.033363604072409	0.049653386131442	-0.854918967340562	1.30405112928228	TRUE	0.854918967340562	negative
7023	sem-4	478.12746207416	-0.664696520127501	0.324146069932771	6.80080625395908	0.033359819006213	0.049653386131442	0.664696520127501	1.30405112928228	TRUE	0.664696520127501	positive
8217	C17D12.5	10.2464948690275	-1.17285216112464	1.00799884596685	6.8008517778963	0.033359059679702	0.049653386131442	1.17285216112464	1.30405112928228	TRUE	1.17285216112464	positive
593	cest-12	105.073790672838	1.42853786147663	0.616074428274408	6.80356895497334	0.033313769216084	0.049600089094247	-1.42853786147663	1.30451754340688	TRUE	1.42853786147663	negative
7186	Y42A5A.1	62.2097069296827	-0.735254851756246	0.404130422234957	6.80375037419753	0.033310747474053	0.049600089094247	0.735254851756246	1.30451754340688	TRUE	0.735254851756246	positive
2131	fli-1	1001.83813594971	0.799932419053995	0.307799833405092	6.81308899720051	0.033155571781507	0.049378284094072	-0.799932419053995	1.30646400596796	TRUE	0.799932419053995	negative
3257	hda-2	266.902429650759	0.492817080016191	0.238523349038907	6.81686751319018	0.033092991486221	0.049291939467861	-0.492817080016191	1.30722409351866	TRUE	0.492817080016191	negative
5443	Y105E8A.2	785.019419134441	-0.11140671617154	0.120726525699038	6.82257338361069	0.032998713873503	0.049158351162698	0.11140671617154	1.3084026923631	TRUE	0.11140671617154	positive
10423	gpa-5	3.142989864898	-3.96115499740241	1.64813067712158	6.8230758297863	0.032990424875948	0.049152841181529	3.96115499740241	1.30845137358367	TRUE	3.96115499740241	positive
6008	vps-50	242.348113431476	-0.283894162202108	0.262301141509286	6.8252610957515	0.032954398135205	0.049105997109905	0.283894162202108	1.30886546607065	TRUE	0.283894162202108	positive
7297	C03H5.6	40.6190557507652	-0.78154877789068	0.501923750816077	6.82848844722275	0.032901263305275	0.049033643350437	0.78154877789068	1.30950583613982	TRUE	0.78154877789068	positive
