baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
abu-11	62.5372245246695	-2.40143233151198	0.966377895347872	-2.48498267921114	0.0129557738169978	0.0253157711737979
abu-12	538.439778812689	-0.220999682559125	0.396022103462628	-0.558048857947092	0.576811021751956	0.654150860084722
abu-13	976.761255635239	0.185554208447467	0.337966719126703	0.549031007925674	0.582984170362117	0.66024267543496
abu-14	526.6008259821	-3.04011101991037	0.82641362128088	-3.67867970907646	0.000234444468841864	0.000687224574968158
AC3.5	2708.47286589434	0.185585936034067	0.230913574557569	0.80370301481691	0.421568512573288	0.510016453805759
AC7.3	36.2935170965818	-2.02193080563731	0.9264631704144	-2.18241897811535	0.0290786249395049	0.0512484740443547
acaa-2	1913.09691478824	0.163585641843204	0.103635797441684	1.57846657121787	0.114458462004528	0.169637741865142
acbp-1	616.491336941119	-2.44041293322595	0.302073563656493	-8.07886960939453	6.5369876547583e-16	1.07358993569251e-14
acbp-3	654.760046553538	1.12212618518647	0.407579883959377	2.75314417945688	0.00590258948666338	0.0126056897134407
acbp-4	37.2360556600598	7.1399087570725	1.07791874708139	6.62379124252615	3.50101108867786e-11	3.16094660519077e-10
acbp-5	192.803869100436	-1.26221278639158	0.19791132995311	-6.37766815417102	1.79804584968294e-10	1.48790378349342e-09
acbp-6	28.4684182848457	1.67992947676011	0.460374096548583	3.64905299701811	0.0002632088052712	0.000765256553582408
acbp-7	2.82401348148404	0.179699768397837	0.91268495749311	0.19689134451325	0.84391256718009	0.885986347348604
acc-1	23.4086318970687	-1.73939227152537	0.459465386745509	-3.7856872828786	0.000153284339515958	0.000469230619650336
acc-2	21.0466879963919	-1.79479276078107	0.400917077326953	-4.4767181601431	7.57992079671238e-06	3.03196831868495e-05
acc-3	23.3299635052058	-0.430730442233302	0.376177845907054	-1.14501809960315	0.252201659829536	0.333363211141177
acc-4	35.9603583292205	-0.894511111186045	0.293756849904049	-3.04507320077207	0.0023262368433322	0.00548663967365665
acd-2	71.4047654355642	0.259816465135806	0.242571391561825	1.07109277587496	0.28412771613263	0.368020901782229
acd-3	60.5018666423032	-0.221652057042229	0.237150476200025	-0.934647320106061	0.349970083911703	0.438199211707965
acd-4	15.3313226908015	-1.24692465337672	0.438525633815662	-2.8434475825896	0.00446283495607453	0.00979463757115107
acd-5	150.408006122971	-1.30649870282536	0.289884660929157	-4.50696045329784	6.57628844270971e-06	2.66435477277849e-05
acdh-11	730.736714973642	0.209501496884692	0.12274505582026	1.70680191951252	0.0878588755431095	0.135309368758497
acdh-12	1683.46772200358	0.39585519515867	0.097432182151108	4.0628792912052	4.84710979192442e-05	0.000164509830909435
acdh-13	539.994181382494	-0.341155722501508	0.129508993507028	-2.63422418214527	0.00843297879799362	0.017408971846716
acdh-7	937.340790202031	0.0301946439280364	0.168696606815367	0.178987855760985	0.857947237407658	0.898210697903911
acdh-9	569.469638003073	-0.828982976179336	0.151835907055082	-5.45972946885746	4.76860641433189e-08	2.75416599162168e-07
acds-10	1108.35598373395	0.404363347669703	0.16872569731231	2.39657239004459	0.0165492241574166	0.0314256237413756
ace-1	113.290067413755	-0.347754288088385	0.184536884422538	-1.88447035494609	0.059501381084024	0.0962302958235507
ace-2	282.863293552953	-0.119123607812033	0.149837356459716	-0.795019417230975	0.426602207274198	0.514710584280802
ace-3	821.369184642083	-0.552001200285823	0.270105116352808	-2.04365325521937	0.0409878141911192	0.0696087029030507
ace-4	8.77344426617156	-0.630966940166133	0.602747031230857	-1.04681882692586	0.295183145447421	0.379997730398051
acer-1	3327.52192436993	0.645648986193977	0.147806817956659	4.36819488518653	1.25277681132621e-05	4.80814842139106e-05
acin-1	862.925988653264	-0.136986366382272	0.151100605070438	-0.906590455534006	0.364623410876634	0.45347125245842
acl-1	341.229521703506	0.580177857401338	0.216236988429076	2.68306482446056	0.00729508483900963	0.0152480516213381
acl-11	190.630293169789	0.760664653814785	0.15435047885312	4.92816516972801	8.30054340866356e-07	3.9103483862723e-06
acl-12	368.938796781901	1.20387777915617	0.14548200587194	8.27509747298839	1.28350579057284e-16	2.25677832601871e-15
acl-13	69.7921486330792	-2.83514594295419	0.928614517253534	-3.05309241916592	0.00226496170869619	0.00535733023144217
acl-14	560.907125244761	-0.55471266171073	0.141680040465894	-3.91524917614816	9.03108888616506e-05	0.000290841803888889
acl-2	306.916238880487	-0.9219549722197	0.205012163341183	-4.49707450130836	6.88948524127907e-06	2.78177254764767e-05
acl-3	219.530745986739	-0.127768565089823	0.217003095616015	-0.588786831483308	0.556004280658793	0.635331750858431
acl-5	429.271264833275	0.241078488202246	0.187707018490655	1.28433390578972	0.199025148168694	0.273120759527153
acl-6	596.936593514279	-0.852461834173929	0.137430618826376	-6.20285232980645	5.54488645276532e-10	4.26541983737148e-09
acl-7	396.140817466645	-0.763737616907116	0.228698070480918	-3.3395017951008	0.000839288085309905	0.00218983840582321
acl-8	465.961217365288	0.535490588305604	0.129130392851553	4.14689815836927	3.37009873545841e-05	0.000117892901859813
acn-1	2118.06886179526	-0.374661233711192	0.22544267827362	-1.66189133566123	0.0965345642527701	0.146893863012457
aco-1	4339.90513043297	0.0807050577763329	0.17698586514997	0.455997193380086	0.64839199644803	0.720002229385618
aco-2	8036.62081027077	0.226140681774507	0.150852141557332	1.49908830885613	0.133850724147286	0.194105302568951
acox-1.5	1053.84586650206	0.772629277730429	0.287517121350783	2.68724615111803	0.00720438396151407	0.0150849713453056
acox-1.6	294.264746228517	-0.879297299437839	0.199018053678329	-4.41817856815663	9.9536171001974e-06	3.89416631015395e-05
acox-3	990.016869970862	-1.68244190766459	0.246128750607392	-6.83561714554961	8.16527427258917e-12	8.05099050744796e-11
acp-1	97.9506789649549	0.685335870411153	0.261835307680702	2.61743107330236	0.00885943788771294	0.0181632894699656
acp-2	65.8684272370603	1.55195425275048	0.286434253489965	5.41818666532093	6.02065399383455e-08	3.42738771748965e-07
acp-5	204.089929770111	1.21648352779152	0.190194180388047	6.39600814972136	1.5949149467251e-10	1.32802093697763e-09
acp-7	93.4874928145598	-0.161770689202039	0.267413264010267	-0.604946391873171	0.545214616903999	0.625941687338696
acr-10	6.23764589662597	0.837349009822211	0.533753894876286	1.56879231769595	0.116696339054062	0.172451614489497
acr-11	25.88020678033	1.16457741358621	0.346805496610339	3.3580131369564	0.000785048820405292	0.00205935883608522
acr-12	29.5236414112081	-1.47012319760725	0.276457527865928	-5.31771809201812	1.05076700827013e-07	5.7523584481373e-07
acr-14	8.1216347521832	-2.48012090362787	0.518734915959804	-4.78109498189254	1.74342960252369e-06	7.70476441759128e-06
acr-15	68.2693667693703	-0.0602314333558637	0.222288210420399	-0.270960989077882	0.786421036390754	0.837272813958707
acr-16	126.647818852836	-0.468902066798731	0.255460740575177	-1.83551517835181	0.0664293922279517	0.106057243473521
acr-17	27.2649297598384	-0.128014914523784	0.485979912908029	-0.263416061288958	0.792229912504828	0.842255550347667
acr-18	24.6126815257402	-0.23431554786655	0.454224793076951	-0.515858120115549	0.605953506109577	0.681641994266346
acr-19	27.2457107620429	-3.49785752690033	0.442039925235154	-7.91299004278755	2.51279462497411e-15	3.84385783488896e-14
acr-2	24.5508039449686	-1.21678193217087	0.292557566598712	-4.15911967793974	3.1947648651368e-05	0.000112457403602514
acr-20	16.2514010267081	-0.342091423353684	0.341112676541298	-1.00286927716176	0.315923937797658	0.401199421956514
acr-23	34.5675162215584	-2.00971252106898	0.345167972657411	-5.82241888086088	5.80019543033473e-09	3.85049551568657e-08
acr-24	45.386689555527	0.778165487393377	0.260143958595926	2.99128794531062	0.00277803405841619	0.00643599928548692
acr-25	21.0022128553927	-2.03299655425679	0.444011318447092	-4.57870434782406	4.67864947611261e-06	1.94257381117541e-05
acr-3	5.92589710867232	-0.0263926531044404	0.625083408030431	-0.042222610239489	0.966321238265734	0.981723702025567
acr-5	26.212458695726	-1.58761675510355	0.382179582384466	-4.15411191042234	3.26553335908383e-05	0.000114797541723801
acr-6	13.4868028183444	-0.311716499541061	0.466383384436855	-0.668369650255552	0.503897663595906	0.587962970664156
acr-7	20.0141837627537	-2.46110025265099	0.454855419896904	-5.41073084983535	6.27680508962229e-08	3.55995915782179e-07
acr-8	71.9049552651873	-0.717371843608012	0.312110733206186	-2.298452976092	0.0215360213302787	0.0395485708119748
acr-9	17.3981425308684	0.537017356502688	0.36403807023919	1.47516812225118	0.140167349457664	0.202197491309803
acs-1	1813.01517858795	0.392615544598771	0.173660843767947	2.26081790275879	0.0237705355238731	0.0429522265254191
acs-12	212.133261633983	-0.667892817878808	0.170823403147855	-3.90984376596641	9.23558355886376e-05	0.000296802607287855
acs-13	2833.92213492077	0.0592500863500583	0.266703790199509	0.222156896629538	0.824191747181406	0.868731689026331
acs-14	1049.43825586496	-0.114513398664081	0.179474337169428	-0.638048873561113	0.523441866051113	0.606209766566658
acs-16	181.479673026943	0.539428961777517	0.206285708239753	2.61496041766778	0.00892377964783343	0.0182846981379641
acs-17	1019.55621254934	1.53506794013202	0.171107323139921	8.97137487725607	2.92835975046556e-19	6.50557597676042e-18
acs-19	3767.58448951951	1.82674196421174	0.170419440229606	10.7190937944085	8.28106896723439e-27	3.80573761807493e-25
acs-2	412.086777082222	-0.647476576528781	0.283192864740739	-2.28634495124565	0.0222340860758613	0.0406175598319815
acs-20	939.658219702242	-0.821077571179434	0.174718485745345	-4.69943158948942	2.60886593996896e-06	1.12780526787193e-05
acs-22	1573.81514227245	1.04865209388709	0.185937244931278	5.63981731726028	1.7023067147732e-08	1.054878489687e-07
acs-3	255.683811469685	1.03009003603304	0.251295567505266	4.09911741086105	4.14728619665367e-05	0.000142657052983513
acs-4	3163.90411890352	-0.0341735604314633	0.189254789473064	-0.180569065261765	0.856705839039939	0.897261944878684
acs-5	1744.00983952464	0.364858415143926	0.182922281102151	1.99460892869674	0.0460855490129653	0.0770827958186243
acs-7	513.931401115562	-1.66849730515584	0.241094427482458	-6.92051376955712	4.50008573116502e-12	4.62890662913689e-11
acs-9	10.4137956496681	-1.26849856670024	0.433120707022667	-2.92874144812905	0.00340337390194377	0.00771450629593859
acsd-1	52.0713874076394	1.74484227735081	0.268288981093205	6.50359276866703	7.84240206100488e-11	6.79971184366318e-10
actl-1	93.230423579994	-0.203902559433098	0.305241317091336	-0.668004454233452	0.504130749234152	0.588170850163358
acy-1	309.19316358804	-0.938581313679128	0.147346289178844	-6.36990126395319	1.89149928272543e-10	1.5592128036508e-09
acy-2	25.8035489928736	-0.307833146545649	0.31535623631558	-0.976144154122886	0.328993033235568	0.41577450724495
acy-3	388.334050050991	-0.188948109731796	0.138096461192109	-1.36823281422792	0.171239213307026	0.239408473180785
acy-4	175.585219968679	0.374142964408427	0.161592259027634	2.31535202651288	0.0205936746737896	0.0380595561627441
ada-2	572.373818767195	-0.562201306231395	0.150770915331093	-3.72884455199334	0.000192359762541205	0.000574077017082281
adbp-1	214.021992306486	-0.302511513443083	0.257795732618684	-1.17345430962017	0.240613669154509	0.320339570969351
add-1	158.484802189248	0.125383917207185	0.183434651278891	0.683534524873129	0.494269141895158	0.578746196983417
add-2	378.406746913579	-0.893659638315457	0.213322487480183	-4.18924253542878	2.79887135316274e-05	9.97348234597891e-05
adk-1	4343.06188574783	-0.70911412438577	0.139352414863139	-5.08863893806366	3.6064251012088e-07	1.80794007414531e-06
adm-2	328.646671957338	-0.313226148893862	0.161942442645713	-1.93418194623084	0.0530907613124386	0.0870724264257302
adm-4	197.405547928486	-0.122436876175706	0.141540506147858	-0.865030650998263	0.387021965768043	0.476567526385028
ador-1	6.62494127984033	-0.558088308219256	0.635062580202671	-0.878792619211086	0.379513728903495	0.468647299519005
adpr-1	320.660325797244	1.00714335566424	0.196814488283948	5.11722162553001	3.10069205324393e-07	1.57356447896379e-06
adr-2	459.444974222426	-1.34988884442037	0.154089882746352	-8.76039893315015	1.945605746137e-18	3.99110082943199e-17
ads-1	1829.05101103643	-0.239008056420014	0.169296483687304	-1.41177212434884	0.158017068803366	0.223608665619987
adsl-1	1033.09694921751	0.764202774837849	0.123657798945711	6.17998040846054	6.41095570020046e-10	4.88601520553356e-09
adss-1	1606.74679490683	-0.104171371441409	0.145588097334409	-0.715521209142069	0.474287040183464	0.560064581637024
adt-1	329.54320527391	-1.46810227950151	0.435658124896832	-3.36984941999917	0.000752092700763613	0.00198018407666014
adt-2	683.386692938877	0.0114139458258539	0.144002392974921	0.0792621955097768	0.936824075274419	0.959494232237062
adt-3	267.204576696704	-0.746329041585309	0.291563148601922	-2.55975093273632	0.0104747204339962	0.0210674880554529
aex-1	135.890879897802	-1.28967433270869	0.196730534836006	-6.555537165513	5.54419385194635e-11	4.90143645908103e-10
aex-2	16.2978830743873	-0.0050608637813744	0.377055803562486	-0.0134220551270091	0.989291070979265	0.997019180051385
aex-3	216.788813601943	0.112291252516997	0.179044067658129	0.627171031052583	0.53054713018881	0.61258342355637
aex-4	36.3579993244843	0.726112000377058	0.308738013204427	2.35187106647691	0.0186792483616141	0.0349253346352652
aex-5	325.558812464015	1.09551214551949	0.202909848249199	5.39900923968001	6.70099232782957e-08	3.78051769475232e-07
aex-6	68.6286700564368	0.461695864054667	0.253437294719602	1.82173608097213	0.0684950404867085	0.10885201744311
aexr-3	6.72506267746322	-2.21753660522391	0.587876214536004	-3.77211486090512	0.000161869705604284	0.000492554932540685
afd-1	1258.17000084973	-0.182617251893032	0.237944207914781	-0.767479290600911	0.442796601520141	0.530187410161878
aff-1	91.5196110677482	-1.53211768429475	0.381505453219572	-4.01597846469825	5.91996617197533e-05	0.000197418242820031
afmd-1	123.399310745833	3.62953588535595	0.366039781235274	9.9156869592353	3.55800332087851e-23	1.18320184968842e-21
age-1	617.489829369111	0.0811109665324716	0.245853827486037	0.329915410965396	0.741463878599708	0.799154022349841
agef-1	1475.83220768697	-0.311406450663954	0.13172833769685	-2.36400501295782	0.0180785679580624	0.0339504219037061
agl-1	2270.26395494264	2.32873757645016	0.165922805112369	14.0350663362584	9.51073972808756e-45	1.72611866115867e-42
agmo-1	350.30681527608	-1.80205044675769	0.25278816263036	-7.12869791056136	1.01322833646559e-12	1.12899573640724e-11
agr-1	84.581852302246	-0.434189270918489	0.283435509579985	-1.53188029108245	0.125551977892018	0.183514248229872
ags-3	339.970823819585	1.64012314855592	0.151045874689436	10.8584438464682	1.81821117797185e-27	8.92944773839309e-26
agt-1	184.038642377092	1.78125972799289	0.197930761193095	8.99940826406034	2.2693750870238e-19	5.11588809091596e-18
agxt-1	658.832047358338	1.46371445155696	0.164794089099441	8.88208102338981	6.56210102410542e-19	1.40533955532242e-17
AH9.1	8.57875492216927	0.70316339957892	0.471275256218357	1.49204396008672	0.135687621405409	0.19648912919299
AH9.3	57.8141076251166	-1.2838904601855	0.26490379415964	-4.84662918573293	1.255768278409e-06	5.71768463726382e-06
AH9.4	3.538191114305	0.0496916644010365	0.761998463381498	0.0652122895110855	0.948004976343273	0.968259947222793
AH9.6	30.4315953756042	-1.58895281727476	0.310005887318699	-5.12555690802494	2.96659541406084e-07	1.51484519283565e-06
aha-1	307.167031036831	0.0910451172861599	0.167842082783516	0.542445111358578	0.587511910016173	0.664597246191969
ahcy-1	22024.7178780104	-0.177237534495286	0.227776915228199	-0.778118951684455	0.436498891130897	0.523994408770139
aho-3	497.563825600516	-0.450462851325926	0.237976604000022	-1.89288713156813	0.0583728809250559	0.094605238223929
ahr-1	20.1673662054114	-1.28571544810876	0.351954935272304	-3.65306838818446	0.000259125181031239	0.000754818400022446
ahsa-1	1958.8824696821	-0.387210230022326	0.11251956282	-3.44127030285175	0.000578989822951906	0.00156206173448451
ain-1	1178.5407513864	0.312690517562988	0.126025479402062	2.48116903856722	0.0130952255412517	0.0255370014743623
ain-2	1440.09806207354	-0.677122934808907	0.133558092567023	-5.06987575065215	3.98075492465992e-07	1.98075853779082e-06
aip-1	163.158259436208	-0.192618220653347	0.169835494316272	-1.13414584759678	0.25673337474748	0.338184398670933
aipr-1	222.953338247087	-1.04191527002291	0.209758730713897	-4.96720811799746	6.79236816410696e-07	3.26155508077387e-06
air-1	973.221300921936	-0.467354236276575	0.233352501888397	-2.00278219643898	0.0452006716314021	0.075780302462667
air-2	320.665357510896	-1.35270262867923	0.27132534016621	-4.9855373915705	6.17898275381533e-07	2.98576477111257e-06
ajm-1	1796.28336310873	0.0811004509573533	0.1706045076016	0.475371091288755	0.634522495807994	0.707296544286949
aka-1	2125.42889400113	-0.79769014087801	0.190507087585252	-4.18719403560795	2.82424366594322e-05	0.000100505155117713
akap-1	2786.16411343097	-0.955486190873216	0.219236182713629	-4.35825044500657	1.31106305113648e-05	5.02105262931667e-05
akir-1	1135.4825712926	0.544538366882752	0.174847514122412	3.11436150302667	0.0018434347774739	0.00445184925511739
aldo-1	3249.69877629483	1.1692313359729	0.178363561816237	6.55532623405177	5.55203652977832e-11	4.90143645908103e-10
alfa-1	533.614368928148	0.0745690092833079	0.170668929299927	0.436921996225003	0.662167919147551	0.731657628545246
alg-5	525.866547484132	-4.0044358715562	0.54506490139978	-7.34671387071965	2.03139074770749e-13	2.45786803688722e-12
algn-1	435.656410855252	-0.0039552810720185	0.156774369122463	-0.0252291308468213	0.979872201291811	0.990959325711407
algn-10	228.953439543796	-0.264271841018967	0.16892331283873	-1.56444860438693	0.117712253907163	0.173587026004348
algn-11	615.103085315687	-0.463741599189608	0.126817182355657	-3.65677261216111	0.000255410759908549	0.000744606157664238
algn-12	450.665025167191	0.381298784313574	0.165269919412978	2.30712755030019	0.0210477104948154	0.0387382062527473
algn-13	131.127682424366	-0.385806366351196	0.336844913266258	-1.14535310214477	0.252062917046473	0.333220952559708
algn-14	152.346644330098	1.25574026617119	0.194208611269063	6.46593504770726	1.00674317322853e-10	8.63106957480471e-10
algn-2	451.563158344353	-1.01644890539897	0.246224104972528	-4.12814539629408	3.65700860102863e-05	0.000127057910771624
algn-3	351.525315661841	-0.105035655513674	0.160273201188349	-0.6553538254361	0.512239973222541	0.595878938975227
algn-5	403.620566707059	0.532450993132877	0.169044898262625	3.14976079494378	0.00163404193089059	0.00399208783846143
algn-6	315.218893029044	-0.139339211978656	0.131271633706818	-1.06145713315229	0.288482204163731	0.372715666286829
algn-7	317.090420006621	0.926710398564469	0.138804440919884	6.67637427464839	2.44925991669066e-11	2.26678264372719e-10
algn-8	267.212588306894	0.904309827074314	0.189060410715974	4.78317921583733	1.72544156558184e-06	7.64419871090207e-06
algn-9	620.88213399792	-0.114331836626375	0.117184210720751	-0.975659057847194	0.329233447623882	0.415980148337053
alh-10	289.790445452315	0.232875716106061	0.313308308710082	0.743279733195813	0.457312339082638	0.544402504379865
alh-12	2331.59629053643	0.988498534812205	0.171654545413723	5.75865050604816	8.47890476866917e-09	5.50732072492551e-08
alh-13	1669.70548196903	0.278897210230161	0.235770281772417	1.18291927266462	0.236841142719592	0.316103073194739
alh-3	2211.18909623523	0.616889881272213	0.14863784468957	4.15028812184803	3.32057022356885e-05	0.000116388431927906
alh-6	1103.08568938304	0.281523564138883	0.179303156179143	1.57009820762782	0.116392265519383	0.172073502579257
alh-7	454.665152839091	1.25087084832538	0.158545681633249	7.88965574741365	3.030212459484e-15	4.58946464160604e-14
alh-8	7850.19557013483	0.5262860350697	0.161934986104975	3.24998351331276	0.00115411699113541	0.00292850349314644
alh-9	2557.48124773081	1.30911917581968	0.226045885960894	5.79138686932865	6.98075728528402e-09	4.59152020950991e-08
alkb-1	305.074231333112	-0.324876120913134	0.13742046390042	-2.36410292682865	0.0180737904394831	0.0339474036179591
alkb-7	77.1633014680378	0.256367588308068	0.289951544467576	0.884173901466272	0.37660234454584	0.465342476967095
alkb-8	332.365890379305	-1.23258907218458	0.152147250888846	-8.10129046028619	5.43792435241662e-16	9.05587775515974e-15
allo-1	727.846306597572	0.414371379054658	0.156391925079501	2.64957016702758	0.0080594234698593	0.0166957451180602
alp-1	1401.23499103256	-0.24639927510301	0.194640046906775	-1.2659228099191	0.205540719116538	0.280551946500942
alr-1	69.186029720222	-0.186299462283766	0.222107303520945	-0.83878134275849	0.40159202223181	0.490895818956418
alx-1	1616.75509499639	-0.13728232244522	0.170648860447497	-0.804472541364885	0.421124121258376	0.509550731717682
aly-2	652.200113749151	-1.11915705800382	0.167845215486209	-6.66779243460633	2.59679683033998e-11	2.39298627016184e-10
aly-3	968.456968579288	0.04151542953129	0.129125242991892	0.321512886011737	0.747821748594768	0.804306476893609
ama-1	2175.42564432208	-0.517346749777827	0.30675328124323	-1.68652393115761	0.0916949296924276	0.140341634600253
aman-1	254.685007281683	0.536473304644603	0.279093759290843	1.92219742214137	0.0545809210815077	0.0891205402471461
aman-2	1589.27922303892	-1.22826356068798	0.139944809747929	-8.77677109212092	1.68234935193374e-18	3.47772140164218e-17
aman-3	338.997864217238	-1.2796507683585	0.116230124441336	-11.0096308896612	3.43407727154399e-28	1.80255389331829e-26
ampd-1	1831.31507214823	-0.589789335606012	0.137304763079464	-4.29547615376371	1.74318775493517e-05	6.51292898808299e-05
amph-1	739.153666250579	0.538420120919476	0.129968630321355	4.14269289126308	3.43251456209234e-05	0.000119802366137173
amt-2	8.05089188263043	-1.77633974680091	0.591286537123369	-3.00419447302634	0.00266285057249179	0.006191922677577
amt-3	33.238674384004	-1.4782139384409	0.315102311284246	-4.69121896445705	2.71582126564876e-06	1.17026213732664e-05
amx-1	216.562258660949	-0.72356226265724	0.211907494748093	-3.41451945112834	0.00063894631157317	0.00170960447384445
amx-2	296.340062684398	-1.58343890417028	0.231463165294662	-6.84099736627426	7.86437026732801e-12	7.79016436841335e-11
amx-3	113.759565691314	0.0803517269580608	0.209724025749478	0.383130767545171	0.701622807774796	0.765536684904475
anat-1	330.564302592875	-0.69532471480408	0.136272390877685	-5.10246213723649	3.35262836671198e-07	1.68782061827701e-06
angl-1	336.788827447398	0.200228528522767	0.215469465456984	0.929266372374884	0.352751057906004	0.440959412568001
ani-1	1737.89598052344	-0.951660855198041	0.374332457478148	-2.54228784115947	0.01101294374664	0.0219848250632029
ani-2	1587.14055686648	-2.08850173100219	0.409931538425746	-5.09475738076323	3.491881481717e-07	1.75380238772165e-06
ani-3	556.62033499441	-0.775988624016678	0.411624798098935	-1.8851843416639	0.0594049541081889	0.0960888593036989
