	gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	int_term_x_neg_one	neg.log.p.adj	is.sig	int_term_abs	int.direction
10717	hch-1	16.120188879602	-9.77106863985935	1.62444707181751	34.0807358655535	3.97614521563987E-08	2.43573014697206E-07	9.77106863985935	6.61337082858955	TRUE	9.77106863985935	positive
10716	C50F7.9	51.1183061332777	-9.17396068495917	1.00907884675153	147.514001796067	9.28413631201202E-33	1.30808594248717E-30	9.17396068495917	29.883363721515	TRUE	9.17396068495917	positive
10715	C29A12.6	3.6270476344835	-9.12464224705405	1.88297899579059	22.6434722660689	1.21068865240931E-05	4.37974800337799E-05	9.12464224705405	4.35855087668557	TRUE	9.12464224705405	positive
10714	T05C1.3	186.554126703904	-8.92142760928703	0.975822622043995	99.3310048815536	2.69492292607282E-22	1.23321515779435E-20	8.92142760928703	19.9089611458771	TRUE	8.92142760928703	positive
10713	cutl-8	105.907954424888	-8.78841721123413	0.776611398160313	279.957451342132	1.61440263301342E-61	2.16087792428846E-58	8.78841721123413	57.6653697672701	TRUE	8.78841721123413	positive
10712	ZC84.1	46.0886810653833	-8.45093489795332	1.46666354230934	42.3407664587374	6.39468835072841E-10	5.44744016385042E-09	8.45093489795332	8.26380753146304	TRUE	8.45093489795332	positive
10711	C14A4.9	207.504238623576	-8.3950814008179	0.904256712698783	81.786421926653	1.73901821645807E-18	5.01924718647789E-17	8.3950814008179	16.2993614157784	TRUE	8.3950814008179	positive
10710	Y71G12B.18	167.473488988974	-8.35987130073135	1.21184266392708	37.7702531672736	6.28483289203728E-09	4.49852878395289E-08	8.35987130073135	7.34692949633142	TRUE	8.35987130073135	positive
10709	cutl-6	90.8297358421057	-7.96066911959654	0.689530691924403	127.237960503587	2.34762071141133E-28	2.30626812640298E-26	7.96066911959654	25.6370902030916	TRUE	7.96066911959654	positive
10708	F26D11.2	72.3505545584202	-7.86060102333402	0.921852287649156	111.874919343171	5.08943922845328E-25	3.22471687918803E-23	7.86060102333402	22.4915084091539	TRUE	7.86060102333402	positive
10707	dos-2	59.8085174366007	-7.85161594829756	1.0058920479023	88.3623376918541	6.4917556736433E-20	2.24963494347484E-18	7.85161594829756	17.6478879507319	TRUE	7.85161594829756	positive
10706	grd-12	64.8201684557716	-7.85110367599257	1.05334307980112	96.1126778090523	1.34709180241817E-21	5.63463242980225E-20	7.85110367599257	19.2491344095052	TRUE	7.85110367599257	positive
10705	Y52B11B.1	15.5314126845531	-7.83073683216093	1.310188469423	38.8088812858657	3.739026165683E-09	2.8076782736419E-08	7.83073683216093	7.55165265864588	TRUE	7.83073683216093	positive
10704	F25D1.3	92.1129566712427	-7.73241873639079	1.0954978265014	60.3925505907971	7.68996326496176E-14	1.2683399732451E-12	7.73241873639079	11.8967643200235	TRUE	7.73241873639079	positive
10703	col-56	52.2165631290491	-7.72767721923238	1.01155185622657	117.305189220388	3.36900620983715E-26	2.42116231509639E-24	7.72767721923238	23.615976094413	TRUE	7.72767721923238	positive
10702	F58E6.13	343.05502943217	-7.40794666541551	0.952516450025735	58.9864578673299	1.55329312704467E-13	2.4101090780161E-12	7.40794666541551	11.6179633014465	TRUE	7.40794666541551	positive
10701	C43F9.11	44.8115658546699	-7.2616070855006	0.985287714162807	191.334923213978	2.83236569974545E-42	8.6654205465355E-40	7.2616070855006	39.062210355442	TRUE	7.2616070855006	positive
10700	mam-2	270.516938264248	-7.13481775664332	0.642347268591689	174.965531832319	1.01558786036812E-38	2.13233623702388E-36	7.13481775664332	35.6711443126049	TRUE	7.13481775664332	positive
10699	Y73E7A.8	555.602597337686	-7.06874057092839	0.543003585393366	152.885109899801	6.3302403910051E-34	9.96826678042392E-32	7.06874057092839	31.0013803475192	TRUE	7.06874057092839	positive
10698	ptr-9	18.8316104332587	-6.98847150529165	0.867769249833314	86.9737584457194	1.2998352738649E-19	4.34957378517044E-18	6.98847150529165	17.3615532974861	TRUE	6.98847150529165	positive
10697	C30F8.3	177.5714840355	-6.96160090120689	0.538773684581137	266.139720902344	1.61619551935934E-58	1.92291351347776E-55	6.96160090120689	54.7160402485041	TRUE	6.96160090120689	positive
10696	ugt-57	80.387447303686	-6.89908943329893	1.16309308226236	38.7571363903166	3.83702620880731E-09	2.87521879943378E-08	6.89908943329893	7.54132910061919	TRUE	6.89908943329893	positive
10695	F41G3.2	17.6509673214118	-6.78836395187757	1.02970180647641	81.9592075966564	1.59508635456546E-18	4.64135453388231E-17	6.78836395187757	16.3333552563541	TRUE	6.78836395187757	positive
10694	mboa-1	201.137351676939	-6.7647371797593	0.441294430217384	257.68793924697	1.10605052443009E-56	9.86965751299788E-54	6.7647371797593	53.0056979175224	TRUE	6.7647371797593	positive
10693	R05G6.9	46.6101181018893	-6.76226227046809	0.751266338537699	104.41274249293	2.12354294105894E-23	1.08798554128512E-21	6.76226227046809	20.9633768761285	TRUE	6.76226227046809	positive
10692	Y57A10A.24	17.8937684303599	-6.70731562766749	0.956926691228043	83.0164296069513	9.4018075506386E-19	2.80430516022947E-17	6.70731562766749	16.5521747288678	TRUE	6.70731562766749	positive
10691	ptr-10	389.600492089918	-6.58744912437938	0.519710376428292	149.064098339455	4.27703023777527E-33	6.18897834947264E-31	6.58744912437938	30.2083810365706	TRUE	6.58744912437938	positive
10690	D1054.9	115.704975004935	-6.5497878334991	1.18700846044588	39.9117585294091	2.15412922989198E-09	1.68607784867569E-08	6.5497878334991	7.77312237723811	TRUE	6.5497878334991	positive
10689	grl-2	25.5012239310175	-6.49831295037571	1.02667313413397	62.2571594959259	3.02711964125235E-14	5.29647011740689E-13	6.49831295037571	12.2760134736563	TRUE	6.49831295037571	positive
10688	F48F7.3	9.15293606024614	-6.49010671790307	1.3275548104872	32.2923364705617	9.72317789211847E-08	5.48844432624167E-07	6.49010671790307	6.26055073683781	TRUE	6.49010671790307	positive
10687	T07G12.3	83.7524035676201	-6.45619867312118	0.77802681385915	235.238150771836	8.29248306618056E-52	4.93310603737008E-49	6.45619867312118	48.3068795492551	TRUE	6.45619867312118	positive
10686	cutl-17	140.597352940322	-6.4424792908455	0.428217737272195	234.076046036163	1.48262879440898E-51	8.35578375291126E-49	6.4424792908455	48.0780128080566	TRUE	6.4424792908455	positive
10685	cutl-7	173.001239957482	-6.40067300838143	0.975200884120511	46.7508069835225	7.05003464624603E-11	7.19654632907555E-10	6.40067300838143	9.14287587441258	TRUE	6.40067300838143	positive
10684	Y54G2A.76	158.871379878957	-6.34136511300801	0.871404446362246	70.9981981298116	3.82769357859948E-16	8.52119393755576E-15	6.34136511300801	14.0694995502844	TRUE	6.34136511300801	positive
10683	Y54G2A.28	25.4722701403273	-6.34117478564731	0.934878807487883	52.9647363094644	3.15394156529673E-12	4.0205245572854E-11	6.34117478564731	10.3957172808776	TRUE	6.34117478564731	positive
10682	C18H9.1	5.51074347307505	-6.33113897015748	1.18830643663456	32.7026941592641	7.91954428438374E-08	4.55193130419652E-07	6.33113897015748	6.3418043007504	TRUE	6.33113897015748	positive
10681	glf-1	2029.28249491425	-6.32889160782581	0.525524555495742	143.433898779989	7.14043419277088E-32	8.9952669807283E-30	6.32889160782581	29.0459859422088	TRUE	6.32889160782581	positive
10680	Y81G3A.4	60.150910614042	-6.32003445652181	0.61768677308534	107.858125207028	3.7923262926974E-24	2.17156309851357E-22	6.32003445652181	21.6632275469427	TRUE	6.32003445652181	positive
10679	lys-3	16.5507920220194	-6.30669530935375	1.22723644456737	28.6785792713915	5.92278048565087E-07	2.85938383410052E-06	6.30669530935375	5.54372754249339	TRUE	6.30669530935375	positive
10678	rocf-1	236.446863953077	-6.28952247956999	0.990079589847601	36.0569240765038	1.48026141761303E-08	9.82680673267224E-08	6.28952247956999	7.00758758528911	TRUE	6.28952247956999	positive
10677	K03A11.6	11.3575691655976	-6.263154207519	1.09444295303974	108.498454135761	2.75334122195209E-24	1.61993284641005E-22	6.263154207519	21.7905029885673	TRUE	6.263154207519	positive
10676	ugt-59	362.272819809488	-6.24000422519896	0.592616415597878	218.717975739036	3.20623257170326E-48	1.43051409907494E-45	6.24000422519896	44.8445078574531	TRUE	6.24000422519896	positive
10675	cutl-5	36.9481291434778	-6.16579278187644	0.940766779215239	156.337430836452	1.12657014109409E-34	1.94569565658637E-32	6.16579278187644	31.7109250905846	TRUE	6.16579278187644	positive
10674	col-128	334.548540557614	-6.16089768298223	0.696058443420293	82.5586547628376	1.18199571347306E-18	3.48672454541861E-17	6.16089768298223	16.4575823609492	TRUE	6.16089768298223	positive
10673	grd-16	58.4769822342537	-6.14927980808471	0.893445739893399	50.3738083671822	1.15203718378439E-11	1.34967332209664E-10	6.14927980808471	9.86977133637848	TRUE	6.14927980808471	positive
10672	zmp-2	301.457665398453	-6.13140757321408	0.468965684891486	159.199484076157	2.69321653367113E-35	4.72769879386072E-33	6.13140757321408	32.3253502005556	TRUE	6.13140757321408	positive
10671	F35G2.5	77.8228972693758	-6.11134667109951	1.08083793248087	45.1553987142786	1.5654159521531E-10	1.49932683503179E-09	6.11134667109951	8.8241036859117	TRUE	6.11134667109951	positive
10670	spp-7	17.4835605137753	-5.97691081721114	1.31769163285034	23.6387087717925	7.36070835553379E-06	2.77627562772299E-05	5.97691081721114	4.5565374194647	TRUE	5.97691081721114	positive
10669	F41G3.3	39.2597891070369	-5.97673662369101	0.964957697518788	59.7329774190689	1.06942112712072E-13	1.71675770249765E-12	5.97673662369101	11.7652909954004	TRUE	5.97673662369101	positive
10668	Y37A1B.7	212.706171926346	-5.96914465726223	0.859815842144146	59.3039807119865	1.32526952378453E-13	2.08384523651758E-12	5.96914465726223	11.6811345384542	TRUE	5.96914465726223	positive
10667	ZK829.3	61.0062734184594	-5.96755695118373	0.612169128283905	120.143008797646	8.15224306443645E-27	6.46623842473967E-25	5.96755695118373	24.1893482860159	TRUE	5.96755695118373	positive
10666	T06G6.6	415.435234179569	-5.96460434908011	0.749225820312172	59.54950202052	1.17216820286799E-13	1.86225179767217E-12	5.96460434908011	11.7299615978196	TRUE	5.96460434908011	positive
10665	ZC84.6	36.6815618406724	-5.95833106933224	1.19654352947317	25.9340316587916	2.33612769766565E-06	1.00206342981536E-05	5.95833106933224	4.99910478710458	TRUE	5.95833106933224	positive
10664	lpr-4	1647.84569754282	-5.91864128148601	0.72363843953734	64.5975806704678	9.39320034228112E-15	1.76460332044116E-13	5.91864128148601	12.7533529078998	TRUE	5.91864128148601	positive
10663	mam-8	154.563810884272	-5.91605046421951	0.363747572912105	419.738541063481	7.16034399427496E-92	3.83364817453482E-88	5.91605046421951	87.4163877461447	TRUE	5.91605046421951	positive
10662	F57F5.3	99.7967874176003	-5.91507065954766	0.572054656782352	112.518154880081	3.68971745555596E-25	2.36583799485588E-23	5.91507065954766	22.62601499781	TRUE	5.91507065954766	positive
10661	B0205.4	124.259464936151	-5.85912206029791	0.79455612733083	65.2370480183133	6.82268019929813E-15	1.30226844160578E-13	5.85912206029791	12.8852994837467	TRUE	5.85912206029791	positive
10660	K10D3.4	564.278059821285	-5.85603727621235	0.575415121268098	103.311146304867	3.68357587826239E-23	1.8431649768427E-21	5.85603727621235	20.7344357904859	TRUE	5.85603727621235	positive
10659	F52C9.5	73.5721129231867	-5.85167195840334	0.595125720866539	102.123796977577	6.66959174277542E-23	3.24627219916542E-21	5.85167195840334	20.4886150674922	TRUE	5.85167195840334	positive
10658	C32A9.1	2.93615671186466	-5.80070538684744	1.5589917100318	15.1988916713728	0.000500728842624	0.001211981113656	5.80070538684744	2.91650414774307	TRUE	5.80070538684744	positive
10657	F54B11.10	23.3847132152447	-5.79062313488616	1.21110427183423	30.094130309426	2.91838533609088E-07	1.49952352105859E-06	5.79062313488616	5.82404671764314	TRUE	5.79062313488616	positive
10656	C27A7.8	39.1373483236144	-5.78350912387089	1.08163611637768	87.4116123452533	1.04426218632769E-19	3.54982840990378E-18	5.78350912387089	17.4497926391795	TRUE	5.78350912387089	positive
10655	C03B1.9	5.57659485301772	-5.76738773236124	1.6436440930699	12.5760446223795	0.001858431714458	0.003857353517817	5.76738773236124	2.41371055719266	TRUE	5.76738773236124	positive
10654	osr-1	335.813629345894	-5.76422612344838	0.784605730278266	47.2009228220104	5.62924095702059E-11	5.87016713246882E-10	5.76422612344838	9.23134953356062	TRUE	5.76422612344838	positive
10653	C07E3.10	62.2826477362453	-5.76241417174788	0.866009533736369	60.2770148773761	8.14727783291715E-14	1.33805292998277E-12	5.76241417174788	11.8735267066394	TRUE	5.76241417174788	positive
10652	nhr-38	53.6650081685699	-5.75718583025908	0.954072953149867	81.1826952077518	2.35180723793373E-18	6.73346307588084E-17	5.75718583025908	16.1717615170657	TRUE	5.75718583025908	positive
10651	F59B10.2	9.76880332768168	-5.73809549433401	0.927740402888231	67.8208299003332	1.87453652976887E-15	3.87500717389287E-14	5.73809549433401	13.4117274891372	TRUE	5.73809549433401	positive
10650	Y65B4BM.3	1180.77552918741	-5.73581058373989	0.550858303883323	97.7567525476271	5.92094326824485E-22	2.54624339423156E-20	5.73581058373989	19.5941000846889	TRUE	5.73581058373989	positive
10649	C38C3.6	11.9494032008038	-5.71864044016528	1.1047669421022	35.0313055160811	2.47200110329426E-08	1.57654483705032E-07	5.71864044016528	6.80229367337365	TRUE	5.71864044016528	positive
10648	Y45F3A.8	25.8635307412026	-5.64565680265034	1.1924529626943	47.110144346666	5.89063528217236E-11	6.09438865714991E-10	5.64565680265034	9.21506985298941	TRUE	5.64565680265034	positive
10647	C14F11.6	481.645886950684	-5.64330927766977	0.642818145400612	78.7592268640678	7.90043832300831E-18	2.09920331421273E-16	5.64330927766977	15.6779454966417	TRUE	5.64330927766977	positive
10646	spe-29	1.2898146200272	-5.64030246013162	1.67297240999332	12.1083728610631	0.002348011614375	0.004733152930483	5.64030246013162	2.32484946303847	TRUE	5.64030246013162	positive
10645	F57G12.2	32.1782102463076	-5.630045592308	0.683507816528863	98.6021501041057	3.87985194272705E-22	1.73106060844672E-20	5.630045592308	19.7616877262013	TRUE	5.630045592308	positive
10644	lin-42	1786.20421144066	-5.62393976075857	0.393054547282757	187.407743948442	2.01802001180456E-41	5.5407585349752E-39	5.62393976075857	38.2564307758846	TRUE	5.62393976075857	positive
10643	lpr-5	2397.92683050767	-5.60581222413392	0.488817961541889	122.725875319629	2.240860291913E-27	1.93509129079067E-25	5.60581222413392	24.7132985416779	TRUE	5.60581222413392	positive
10642	lpr-1	145.165400674733	-5.58741131117097	0.615084113289926	75.0356907289336	5.08401455604559E-17	1.25436930567134E-15	5.58741131117097	14.901574581685	TRUE	5.58741131117097	positive
10641	Y46G5A.29	714.382210007415	-5.57588411299897	0.447984793682906	138.295775575176	9.32081522371211E-31	1.08486184147293E-28	5.57588411299897	27.9646255662453	TRUE	5.57588411299897	positive
10640	Y57G11C.44	1.90313821045852	-5.57119271234768	1.88199794252594	12.5166119059495	0.00191448628088	0.003956826692852	5.57119271234768	2.40265297121144	TRUE	5.57119271234768	positive
10639	Y6D1A.2	248.537844666768	-5.51623799562329	0.524131476933086	196.504182789596	2.13628342936645E-43	7.14853842551747E-41	5.51623799562329	40.1457827440197	TRUE	5.51623799562329	positive
10638	T03G6.1	496.009312532476	-5.50808702758669	0.632969694508198	91.8185316777364	1.15307930575114E-20	4.39401181707589E-19	5.50808702758669	18.3571387794401	TRUE	5.50808702758669	positive
