baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
2L52.1	139.315668595538	0.677454413549849	0.156087228200231	4.34022963544973	1.42333895096601e-05	5.28654647483317e-05
4R79.2	24.1313762898686	0.252047741873432	0.361506250928073	0.69721544572567	0.485667974142577	0.573397232255431
aagr-1	662.650768375568	-1.59809706617111	0.209482975370524	-7.62876822493318	2.37007300445691e-14	3.26624732712028e-13
aagr-2	2336.12822723247	-1.18363167382542	0.1474304216948	-8.02840865690315	9.87450902223955e-16	1.61676211942112e-14
aagr-3	3420.41241682019	-0.59011516436142	0.139779444800093	-4.22175925226617	2.42402938255151e-05	8.61769808378538e-05
aagr-4	2673.81333410698	-0.931813555335742	0.216526712735934	-4.30345772843344	1.6815294300448e-05	6.15583491860505e-05
aak-1	464.188188863902	0.27203861566319	0.23986673306473	1.1341239870465	0.256742543133807	0.339030602031916
aak-2	708.64482214263	0.218834343198576	0.130156632503634	1.68131534282332	0.0927016792852471	0.143384310528156
aakb-1	226.900150002241	0.245487275668738	0.138554565607922	1.77177326919281	0.0764322015018327	0.121827331598932
aakb-2	527.267030538121	2.03540477294733	0.149897135306336	13.5786769292668	5.3585657954008e-42	8.96555039642996e-40
aakg-1	647.422767374124	0.520831428730069	0.191456679464653	2.72036175591474	0.00652105324797273	0.0139850667292794
aakg-2	244.232203013879	-0.00819352575005922	0.130809625769835	-0.0626370246213841	0.950055545905662	0.96314754835067
aakg-3	57.5615052466699	1.05568288229114	0.234576598952179	4.50037594119246	6.78333851617691e-06	2.68326519509503e-05
aakg-4	151.481836268757	1.05755839214004	0.252315592110313	4.19141117397798	2.77224723889568e-05	9.7392465334957e-05
aakg-5	417.503926441436	-0.263676745023051	0.170645304023448	-1.54517434002649	0.122304099271828	0.181611643586691
aap-1	579.913976443698	0.229205252679385	0.13532768924736	1.69370550811985	0.0903212572811182	0.140230674713245
aars-1	303.041494696966	-0.613410035139837	0.104602861911787	-5.86418023301439	4.51357007259123e-09	2.99265067104067e-08
aars-2	2783.07964230508	-0.213643322262495	0.160022518017587	-1.33508286776874	0.181849226028542	0.254227600988127
aass-1	2302.52402238521	0.0547255150188052	0.223549100543543	0.244803109857048	0.806608885857787	0.852464266656651
aat-2	487.252686651052	-0.116557776323909	0.28702000720045	-0.406096346595474	0.684671810031235	0.750252327242577
aat-5	139.607939961774	0.879239103145981	0.250282030914547	3.51299332170665	0.000443088613601591	0.00124369065491762
aat-6	182.076840915202	-0.81583925135655	0.249175556242989	-3.27415443014389	0.00105978675837222	0.00274907863581631
aat-7	35.605591167748	2.26514405688356	0.379823466837742	5.96367590381458	2.46625681809941e-09	1.71151510098564e-08
aat-8	20.0293378380195	-0.391699819107916	0.279864729188704	-1.39960408817292	0.161631909076374	0.230644254049816
aatf-1	279.510170692133	1.34011010511851	0.140717226735461	9.52342606664515	1.675617247444e-21	5.02591302118497e-20
abce-1	1456.78873038825	-0.459508633561255	0.108059923232435	-4.25235017586364	2.11538738128095e-05	7.60630224269859e-05
abcf-1	1446.92643462492	-0.721043456315801	0.108176102965908	-6.66545971380611	2.63838177628766e-11	2.39016853303624e-10
abcf-2	3466.15908644899	-0.551372579525645	0.131107549853801	-4.20549831142817	2.60507533957499e-05	9.2154432560849e-05
abcf-3	1387.92646407564	-0.191467007414632	0.108975098567731	-1.75697943778991	0.0789213140839209	0.125142815224437
abch-1	45.5130671825053	-2.94213093851426	0.430357867862096	-6.83647531095456	8.11653384939907e-12	7.92268408927669e-11
abcx-1	76.6169093554289	-0.783526344771943	0.321318707437786	-2.43847098421323	0.0147495427465225	0.0289158007560899
abf-5	16.9905258142653	-0.110820673409824	0.571714188837354	-0.193839291683822	0.846301720140681	0.881910091354212
abf-6	60.2238666035342	-0.050990473566007	0.575310373409018	-0.0886312431042421	0.929374977382077	0.946613455512916
abhd-11.1	77.9091391803314	3.97527590197942	0.545196483207207	7.29145551085403	3.06624147357653e-13	3.66034712364075e-12
abhd-11.2	230.966523838973	-0.555009548053457	0.110240298982173	-5.03454320405291	4.78989643144515e-07	2.31767785756506e-06
abhd-12	676.692068748117	-0.959384722752232	0.146870613030045	-6.53217619889674	6.48208308209794e-11	5.57959370121421e-10
abhd-14	97.8322758237161	0.0752237812955765	0.231439139036068	0.325026188780686	0.745161251069813	0.802250822084814
abi-1	694.365331857768	0.0354108588040212	0.208413887173905	0.169906426506376	0.86508372698905	0.895958656407655
abl-1	515.460675079201	-0.426672943309858	0.181455186416402	-2.35139569023248	0.0187031327610121	0.0357120445087229
