Sp34_10004300.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10004600.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10008400.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10022900.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10034500.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10050900.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10051200.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10052200.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10055400.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10055500.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10060810.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10076800.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10080400.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10099700.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10102900.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10106000.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10106200.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10106300.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10113800.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10113900.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10114810.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10125900.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10136700.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10136800.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10141800.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10143500.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10149900.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10156300.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10157300.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10161300.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10171000.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10171100.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10181900.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10190300.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10190400.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10197400.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10198900.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10202300.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10209500.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10216600.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10224800.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10228710.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10228900.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10251200.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10254900.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10262000.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10262600.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10273200.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10276500.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10301600.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10325300.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10339100.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_10348300.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20006800.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20006900.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20013300.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20016200.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20029800.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20038300.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20057700.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20068300.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20069700.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20082600.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20082900.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20084000.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20084810.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20090000.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20091400.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20092700.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20097820.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20099200.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20099400.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20103800.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20106310.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20107400.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20119700.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20120700.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20121700.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20122600.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20123700.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20123800.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20135000.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20139300.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20140300.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20141100.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20141200.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20141400.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20147200.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20148200.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20148800.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20149800.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20149900.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20152400.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20154100.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20155700.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20157300.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20157400.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20159800.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20160510.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20162200.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20162300.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20165200.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20167300.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20167700.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20168100.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20170700.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20172400.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20172500.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20181500.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20182310.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20187200.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20189910.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20195000.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20195400.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20195700.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20196200.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20200500.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20202200.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20206300.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20206600.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20207800.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20209000.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20209900.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20211800.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20211900.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20212400.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20214200.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20215500.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20220600.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20220710.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20220900.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20224610.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20229400.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20231300.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20231500.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20232300.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20233400.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20238400.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20238700.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20239900.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20241700.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20242700.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20244700.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20245800.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20246400.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20248800.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20255100.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20255500.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20256200.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20256300.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20275300.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20282300.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20283600.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20285800.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20287200.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20300000.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20316100.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20321500.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20326800.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20328400.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20328500.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20342200.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_20342300.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30001100.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30001200.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30001400.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30007400.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30015300.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30033600.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30039900.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30052600.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30065200.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30091800.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30092400.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30092900.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30093500.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30094500.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30094600.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30098100.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30099700.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30099800.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30107400.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30107600.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30111800.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30114100.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30117300.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30118300.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30135600.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30137500.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30146600.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30146900.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30147000.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30147100.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30147200.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30147310.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30150400.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30154100.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30156300.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30157700.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30158510.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30161100.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30161500.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30161800.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30165900.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30176500.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30178100.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30183610.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30188300.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30192500.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30194100.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30209300.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30216200.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30226000.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30226600.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30230000.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30274100.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30274200.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30289810.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30299440.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30319400.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30333200.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30333300.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_30333400.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_40003400.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_40006900.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_40044400.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_40049300.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_40051400.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_40057400.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_40068500.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_40076200.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_40078900.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_40082300.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_40106300.t1	OG0000000	multi-copy orthogroup present in both species
Sp34_40107300.t1	OG0000000	multi-copy orthogroup present in both species
