W06G6.2	OG0000000	multi-copy orthogroup present in both species
K09C4.9	OG0000006	multi-copy orthogroup present in both species
B0294.3	OG0000007	multi-copy orthogroup present in both species
B0391.11a	OG0000007	multi-copy orthogroup present in both species
B0391.5	OG0000007	multi-copy orthogroup present in both species
B0391.9	OG0000007	multi-copy orthogroup present in both species
B0511.3	OG0000007	multi-copy orthogroup present in both species
B0524.3	OG0000007	multi-copy orthogroup present in both species
B0524.4	OG0000007	multi-copy orthogroup present in both species
C02H6.2	OG0000007	multi-copy orthogroup present in both species
C08E3.10a	OG0000007	multi-copy orthogroup present in both species
C08E3.12	OG0000007	multi-copy orthogroup present in both species
C08E3.6	OG0000007	multi-copy orthogroup present in both species
C08E3.7	OG0000007	multi-copy orthogroup present in both species
C08E3.8	OG0000007	multi-copy orthogroup present in both species
C08E3.9	OG0000007	multi-copy orthogroup present in both species
C08F11.5a	OG0000007	multi-copy orthogroup present in both species
C17B7.11	OG0000007	multi-copy orthogroup present in both species
C17C3.5	OG0000007	multi-copy orthogroup present in both species
C17C3.6	OG0000007	multi-copy orthogroup present in both species
C25D7.4a	OG0000007	multi-copy orthogroup present in both species
C33E10.2	OG0000007	multi-copy orthogroup present in both species
C36C9.3	OG0000007	multi-copy orthogroup present in both species
C38D9.1	OG0000007	multi-copy orthogroup present in both species
C38D9.6	OG0000007	multi-copy orthogroup present in both species
C38D9.7	OG0000007	multi-copy orthogroup present in both species
C38D9.9	OG0000007	multi-copy orthogroup present in both species
C39B5.3	OG0000007	multi-copy orthogroup present in both species
C39B5.4	OG0000007	multi-copy orthogroup present in both species
C39B5.7	OG0000007	multi-copy orthogroup present in both species
C39B5.9	OG0000007	multi-copy orthogroup present in both species
F07G6.6	OG0000007	multi-copy orthogroup present in both species
F07G6.7	OG0000007	multi-copy orthogroup present in both species
F08F3.8	OG0000007	multi-copy orthogroup present in both species
F09C6.15	OG0000007	multi-copy orthogroup present in both species
F09C6.2	OG0000007	multi-copy orthogroup present in both species
F09C6.6	OG0000007	multi-copy orthogroup present in both species
F10A3.17	OG0000007	multi-copy orthogroup present in both species
F10A3.2	OG0000007	multi-copy orthogroup present in both species
F10A3.3	OG0000007	multi-copy orthogroup present in both species
F14D2.13b	OG0000007	multi-copy orthogroup present in both species
F28F8.4	OG0000007	multi-copy orthogroup present in both species
F28F8.8a	OG0000007	multi-copy orthogroup present in both species
F31E9.3	OG0000007	multi-copy orthogroup present in both species
F31F4.15a	OG0000007	multi-copy orthogroup present in both species
F35E12.3	OG0000007	multi-copy orthogroup present in both species
F36G9.14	OG0000007	multi-copy orthogroup present in both species
F42G2.8	OG0000007	multi-copy orthogroup present in both species
F44G3.12	OG0000007	multi-copy orthogroup present in both species
F44G3.14	OG0000007	multi-copy orthogroup present in both species
F44G3.8b	OG0000007	multi-copy orthogroup present in both species
F45C12.8	OG0000007	multi-copy orthogroup present in both species
F47H4.4	OG0000007	multi-copy orthogroup present in both species
F47H4.8	OG0000007	multi-copy orthogroup present in both species
F47H4.9	OG0000007	multi-copy orthogroup present in both species
F52D2.1	OG0000007	multi-copy orthogroup present in both species
F54B8.3	OG0000007	multi-copy orthogroup present in both species
F54D10.2	OG0000007	multi-copy orthogroup present in both species
F56C3.2	OG0000007	multi-copy orthogroup present in both species
F57G4.10	OG0000007	multi-copy orthogroup present in both species
F57G4.8	OG0000007	multi-copy orthogroup present in both species
F59A1.7	OG0000007	multi-copy orthogroup present in both species
H03G16.1	OG0000007	multi-copy orthogroup present in both species
H03G16.4	OG0000007	multi-copy orthogroup present in both species
H04J21.1	OG0000007	multi-copy orthogroup present in both species
M162.11	OG0000007	multi-copy orthogroup present in both species
M162.8	OG0000007	multi-copy orthogroup present in both species
R06B10.2	OG0000007	multi-copy orthogroup present in both species
R155.2	OG0000007	multi-copy orthogroup present in both species
R155.3	OG0000007	multi-copy orthogroup present in both species
R155.4	OG0000007	multi-copy orthogroup present in both species
R155.5	OG0000007	multi-copy orthogroup present in both species
T06C12.4	OG0000007	multi-copy orthogroup present in both species
T06E6.13	OG0000007	multi-copy orthogroup present in both species
T06E6.15	OG0000007	multi-copy orthogroup present in both species
T08E11.7	OG0000007	multi-copy orthogroup present in both species
T09F5.11	OG0000007	multi-copy orthogroup present in both species
T12B5.1	OG0000007	multi-copy orthogroup present in both species
T12B5.10	OG0000007	multi-copy orthogroup present in both species
T12B5.11	OG0000007	multi-copy orthogroup present in both species
T12B5.13	OG0000007	multi-copy orthogroup present in both species
T12B5.2	OG0000007	multi-copy orthogroup present in both species
T12B5.3	OG0000007	multi-copy orthogroup present in both species
T12B5.4	OG0000007	multi-copy orthogroup present in both species
